"","name","ID","sigma","beta"
"1411","Pogonia Bog Pond",3,0.03,11
"1412","Pogonia Bog Pond",4,0.03,12
"1413","Pogonia Bog Pond",5,0.03,13
"1414","Pogonia Bog Pond",6,0.03,14
"1415","Pogonia Bog Pond",7,0.03,15
"1416","Pogonia Bog Pond",8,0.03,16
"1417","Pogonia Bog Pond",9,0.03,17
"1418","Pogonia Bog Pond",10,0.03,18
"1419","Pogonia Bog Pond",11,0.03,19
"1420","Pogonia Bog Pond",12,0.03,20
"1421","Pogonia Bog Pond",13,0.03,21
"1422","Pogonia Bog Pond",14,0.03,22
"1423","Pogonia Bog Pond",15,0.03,23
"1424","Pogonia Bog Pond",16,0.03,24
"1425","Pogonia Bog Pond",17,0.03,25
"1426","Pogonia Bog Pond",18,0.03,26
"1427","Pogonia Bog Pond",19,0.03,27
"1428","Pogonia Bog Pond",20,0.03,28
"1429","Pogonia Bog Pond",21,0.03,29
"1430","Pogonia Bog Pond",22,0.03,30
"1431","Pogonia Bog Pond",23,0.03,31
"1432","Pogonia Bog Pond",24,0.03,32
"1433","Pogonia Bog Pond",25,0.03,33
"1434","Pogonia Bog Pond",26,0.03,34
"1435","Pogonia Bog Pond",27,0.03,35
"1436","Pogonia Bog Pond",28,0.03,36
"1437","Pogonia Bog Pond",29,0.03,37
"1438","Pogonia Bog Pond",30,0.03,38
"1439","Pogonia Bog Pond",31,0.03,39
"1440","Pogonia Bog Pond",32,0.03,40
"1441","Pogonia Bog Pond",33,0.03,41
"1442","Pogonia Bog Pond",34,0.03,42
"1443","Pogonia Bog Pond",35,0.03,43
"1444","Pogonia Bog Pond",36,0.03,44
"1445","Pogonia Bog Pond",37,0.03,45
"1446","Pogonia Bog Pond",38,0.03,46
"1447","Pogonia Bog Pond",39,0.03,47
"1448","Pogonia Bog Pond",40,0.03,48
"1449","Pogonia Bog Pond",41,0.03,49
"1450","Pogonia Bog Pond",42,0.03,50
"1451","Portage Lake",43,0.03,1
"1452","Portage Lake",44,0.03,2
"1453","Portage Lake",45,0.03,3
"1454","Portage Lake",46,0.03,4
"1455","Portage Lake",47,0.03,5
"1456","Portage Lake",48,0.03,6
"1457","Portage Lake",49,0.03,7
"1458","Portage Lake",50,0.03,8
"1459","Portage Lake",51,0.03,9
"1460","Portage Lake",52,0.03,10
"1461","Portage Lake",53,0.03,11
"1462","Portage Lake",54,0.03,12
"1463","Portage Lake",55,0.03,13
"1464","Portage Lake",56,0.03,14
"1465","Portage Lake",57,0.03,15
"1466","Portage Lake",58,0.03,16
"1467","Portage Lake",59,0.03,17
"1468","Portage Lake",60,0.03,18
"1469","Portage Lake",61,0.03,19
"1470","Portage Lake",62,0.03,20
"1471","Portage Lake",63,0.03,21
"1472","Portage Lake",64,0.03,22
"1473","Portage Lake",1,0.03,23
"1474","Portage Lake",2,0.03,24
"1475","Portage Lake",3,0.03,25
"1476","Portage Lake",4,0.03,26
"1477","Portage Lake",5,0.03,27
"1478","Portage Lake",6,0.03,28
"1479","Portage Lake",7,0.03,29
"1480","Portage Lake",8,0.03,30
"1481","Portage Lake",9,0.03,31
"1482","Portage Lake",10,0.03,32
"1483","Portage Lake",11,0.03,33
"1484","Portage Lake",12,0.03,34
"1485","Portage Lake",13,0.03,35
"1486","Portage Lake",14,0.03,36
"1487","Portage Lake",15,0.03,37
"1488","Portage Lake",16,0.03,38
"1489","Portage Lake",17,0.03,39
"1490","Portage Lake",18,0.03,40
"1491","Portage Lake",19,0.03,41
"1492","Portage Lake",20,0.03,42
"1493","Portage Lake",21,0.03,43
"1494","Portage Lake",22,0.03,44
"1495","Portage Lake",23,0.03,45
"1496","Portage Lake",24,0.03,46
"1497","Portage Lake",25,0.03,47
"1498","Portage Lake",26,0.03,48
"1499","Portage Lake",27,0.03,49
"1500","Portage Lake",28,0.03,50
"1501","Radtke Lake",29,0.03,1
"1502","Radtke Lake",30,0.03,2
"1503","Radtke Lake",31,0.03,3
"1504","Radtke Lake",32,0.03,4
"1505","Radtke Lake",33,0.03,5
"1506","Radtke Lake",34,0.03,6
"1507","Radtke Lake",35,0.03,7
"1508","Radtke Lake",36,0.03,8
"1509","Radtke Lake",37,0.03,9
"1510","Radtke Lake",38,0.03,10
"1511","Radtke Lake",39,0.03,11
"1512","Radtke Lake",40,0.03,12
"1513","Radtke Lake",41,0.03,13
"1514","Radtke Lake",42,0.03,14
"1515","Radtke Lake",43,0.03,15
"1516","Radtke Lake",44,0.03,16
"1517","Radtke Lake",45,0.03,17
"1518","Radtke Lake",46,0.03,18
"1519","Radtke Lake",47,0.03,19
"1520","Radtke Lake",48,0.03,20
"1521","Radtke Lake",49,0.03,21
"1522","Radtke Lake",50,0.03,22
"1523","Radtke Lake",51,0.03,23
"1524","Radtke Lake",52,0.03,24
"1525","Radtke Lake",53,0.03,25
"1526","Radtke Lake",54,0.03,26
"1527","Radtke Lake",55,0.03,27
"1528","Radtke Lake",56,0.03,28
"1529","Radtke Lake",57,0.03,29
"1530","Radtke Lake",58,0.03,30
"1531","Radtke Lake",59,0.03,31
"1532","Radtke Lake",60,0.03,32
"1533","Radtke Lake",61,0.03,33
"1534","Radtke Lake",62,0.03,34
"1535","Radtke Lake",63,0.03,35
"1536","Radtke Lake",64,0.03,36
"1537","Radtke Lake",1,0.03,37
"1538","Radtke Lake",2,0.03,38
"1539","Radtke Lake",3,0.03,39
"1540","Radtke Lake",4,0.03,40
"1541","Radtke Lake",5,0.03,41
"1542","Radtke Lake",6,0.03,42
"1543","Radtke Lake",7,0.03,43
"1544","Radtke Lake",8,0.03,44
"1545","Radtke Lake",9,0.03,45
"1546","Radtke Lake",10,0.03,46
"1547","Radtke Lake",11,0.03,47
"1548","Radtke Lake",12,0.03,48
"1549","Radtke Lake",13,0.03,49
"1550","Radtke Lake",14,0.03,50
"1551","Reidel Lake",15,0.03,1
"1552","Reidel Lake",16,0.03,2
"1553","Reidel Lake",17,0.03,3
"1554","Reidel Lake",18,0.03,4
"1555","Reidel Lake",19,0.03,5
"1556","Reidel Lake",20,0.03,6
"1557","Reidel Lake",21,0.03,7
"1558","Reidel Lake",22,0.03,8
"1559","Reidel Lake",23,0.03,9
"1560","Reidel Lake",24,0.03,10
"1561","Reidel Lake",25,0.03,11
"1562","Reidel Lake",26,0.03,12
"1563","Reidel Lake",27,0.03,13
"1564","Reidel Lake",28,0.03,14
"1565","Reidel Lake",29,0.03,15
"1566","Reidel Lake",30,0.03,16
"1567","Reidel Lake",31,0.03,17
"1568","Reidel Lake",32,0.03,18
"1569","Reidel Lake",33,0.03,19
"1570","Reidel Lake",34,0.03,20
"1571","Reidel Lake",35,0.03,21
"1572","Reidel Lake",36,0.03,22
"1573","Reidel Lake",37,0.03,23
"1574","Reidel Lake",38,0.03,24
"1575","Reidel Lake",39,0.03,25
"1576","Reidel Lake",40,0.03,26
"1577","Reidel Lake",41,0.03,27
"1578","Reidel Lake",42,0.03,28
"1579","Reidel Lake",43,0.03,29
"1580","Reidel Lake",44,0.03,30
"1581","Reidel Lake",45,0.03,31
"1582","Reidel Lake",46,0.03,32
"1583","Reidel Lake",47,0.03,33
"1584","Reidel Lake",48,0.03,34
"1585","Reidel Lake",49,0.03,35
"1586","Reidel Lake",50,0.03,36
"1587","Reidel Lake",51,0.03,37
"1588","Reidel Lake",52,0.03,38
"1589","Reidel Lake",53,0.03,39
"1590","Reidel Lake",54,0.03,40
"1591","Reidel Lake",55,0.03,41
"1592","Reidel Lake",56,0.03,42
"1593","Reidel Lake",57,0.03,43
"1594","Reidel Lake",58,0.03,44
"1595","Reidel Lake",59,0.03,45
"1596","Reidel Lake",60,0.03,46
"1597","Reidel Lake",61,0.03,47
"1598","Reidel Lake",62,0.03,48
"1599","Reidel Lake",63,0.03,49
"1600","Reidel Lake",64,0.03,50
"1601","Rossburg Bog",1,0.03,1
"1602","Rossburg Bog",2,0.03,2
"1603","Rossburg Bog",3,0.03,3
"1604","Rossburg Bog",4,0.03,4
"1605","Rossburg Bog",5,0.03,5
"1606","Rossburg Bog",6,0.03,6
"1607","Rossburg Bog",7,0.03,7
"1608","Rossburg Bog",8,0.03,8
"1609","Rossburg Bog",9,0.03,9
"1610","Rossburg Bog",10,0.03,10
"1611","Rossburg Bog",11,0.03,11
"1612","Rossburg Bog",12,0.03,12
"1613","Rossburg Bog",13,0.03,13
"1614","Rossburg Bog",14,0.03,14
"1615","Rossburg Bog",15,0.03,15
"1616","Rossburg Bog",16,0.03,16
"1617","Rossburg Bog",17,0.03,17
"1618","Rossburg Bog",18,0.03,18
"1619","Rossburg Bog",19,0.03,19
"1620","Rossburg Bog",20,0.03,20
"1621","Rossburg Bog",21,0.03,21
"1622","Rossburg Bog",22,0.03,22
"1623","Rossburg Bog",23,0.03,23
"1624","Rossburg Bog",24,0.03,24
"1625","Rossburg Bog",25,0.03,25
"1626","Rossburg Bog",26,0.03,26
"1627","Rossburg Bog",27,0.03,27
"1628","Rossburg Bog",28,0.03,28
"1629","Rossburg Bog",29,0.03,29
"1630","Rossburg Bog",30,0.03,30
"1631","Rossburg Bog",31,0.03,31
"1632","Rossburg Bog",32,0.03,32
"1633","Rossburg Bog",33,0.03,33
"1634","Rossburg Bog",34,0.03,34
"1635","Rossburg Bog",35,0.03,35
"1636","Rossburg Bog",36,0.03,36
"1637","Rossburg Bog",37,0.03,37
"1638","Rossburg Bog",38,0.03,38
"1639","Rossburg Bog",39,0.03,39
"1640","Rossburg Bog",40,0.03,40
"1641","Rossburg Bog",41,0.03,41
"1642","Rossburg Bog",42,0.03,42
"1643","Rossburg Bog",43,0.03,43
"1644","Rossburg Bog",44,0.03,44
"1645","Rossburg Bog",45,0.03,45
"1646","Rossburg Bog",46,0.03,46
"1647","Rossburg Bog",47,0.03,47
"1648","Rossburg Bog",48,0.03,48
"1649","Rossburg Bog",49,0.03,49
"1650","Rossburg Bog",50,0.03,50
"1651","Rutz Lake",51,0.03,1
"1652","Rutz Lake",52,0.03,2
"1653","Rutz Lake",53,0.03,3
"1654","Rutz Lake",54,0.03,4
"1655","Rutz Lake",55,0.03,5
"1656","Rutz Lake",56,0.03,6
"1657","Rutz Lake",57,0.03,7
"1658","Rutz Lake",58,0.03,8
"1659","Rutz Lake",59,0.03,9
"1660","Rutz Lake",60,0.03,10
"1661","Rutz Lake",61,0.03,11
"1662","Rutz Lake",62,0.03,12
"1663","Rutz Lake",63,0.03,13
"1664","Rutz Lake",64,0.03,14
"1665","Rutz Lake",1,0.03,15
"1666","Rutz Lake",2,0.03,16
"1667","Rutz Lake",3,0.03,17
"1668","Rutz Lake",4,0.03,18
"1669","Rutz Lake",5,0.03,19
"1670","Rutz Lake",6,0.03,20
"1671","Rutz Lake",7,0.03,21
"1672","Rutz Lake",8,0.03,22
"1673","Rutz Lake",9,0.03,23
"1674","Rutz Lake",10,0.03,24
"1675","Rutz Lake",11,0.03,25
"1676","Rutz Lake",12,0.03,26
"1677","Rutz Lake",13,0.03,27
"1678","Rutz Lake",14,0.03,28
"1679","Rutz Lake",15,0.03,29
"1680","Rutz Lake",16,0.03,30
"1681","Rutz Lake",17,0.03,31
"1682","Rutz Lake",18,0.03,32
"1683","Rutz Lake",19,0.03,33
"1684","Rutz Lake",20,0.03,34
"1685","Rutz Lake",21,0.03,35
"1686","Rutz Lake",22,0.03,36
"1687","Rutz Lake",23,0.03,37
"1688","Rutz Lake",24,0.03,38
"1689","Rutz Lake",25,0.03,39
"1690","Rutz Lake",26,0.03,40
"1691","Rutz Lake",27,0.03,41
"1692","Rutz Lake",28,0.03,42
"1693","Rutz Lake",29,0.03,43
"1694","Rutz Lake",30,0.03,44
"1695","Rutz Lake",31,0.03,45
"1696","Rutz Lake",32,0.03,46
"1697","Rutz Lake",33,0.03,47
"1698","Rutz Lake",34,0.03,48
"1699","Rutz Lake",35,0.03,49
"1700","Rutz Lake",36,0.03,50
"1701","Ryerse Lake",37,0.03,1
"1702","Ryerse Lake",38,0.03,2
"1703","Ryerse Lake",39,0.03,3
"1704","Ryerse Lake",40,0.03,4
"1705","Ryerse Lake",41,0.03,5
"1706","Ryerse Lake",42,0.03,6
"1707","Ryerse Lake",43,0.03,7
"1708","Ryerse Lake",44,0.03,8
"1709","Ryerse Lake",45,0.03,9
"1710","Ryerse Lake",46,0.03,10
"1711","Ryerse Lake",47,0.03,11
"1712","Ryerse Lake",48,0.03,12
"1713","Ryerse Lake",49,0.03,13
"1714","Ryerse Lake",50,0.03,14
"1715","Ryerse Lake",51,0.03,15
"1716","Ryerse Lake",52,0.03,16
"1717","Ryerse Lake",53,0.03,17
"1718","Ryerse Lake",54,0.03,18
"1719","Ryerse Lake",55,0.03,19
"1720","Ryerse Lake",56,0.03,20
"1721","Ryerse Lake",57,0.03,21
"1722","Ryerse Lake",58,0.03,22
"1723","Ryerse Lake",59,0.03,23
"1724","Ryerse Lake",60,0.03,24
"1725","Ryerse Lake",61,0.03,25
"1726","Ryerse Lake",62,0.03,26
"1727","Ryerse Lake",63,0.03,27
"1728","Ryerse Lake",64,0.03,28
"1729","Ryerse Lake",1,0.03,29
"1730","Ryerse Lake",2,0.03,30
"1731","Ryerse Lake",3,0.03,31
"1732","Ryerse Lake",4,0.03,32
"1733","Ryerse Lake",5,0.03,33
"1734","Ryerse Lake",6,0.03,34
"1735","Ryerse Lake",7,0.03,35
"1736","Ryerse Lake",8,0.03,36
"1737","Ryerse Lake",9,0.03,37
"1738","Ryerse Lake",10,0.03,38
"1739","Ryerse Lake",11,0.03,39
"1740","Ryerse Lake",12,0.03,40
"1741","Ryerse Lake",13,0.03,41
"1742","Ryerse Lake",14,0.03,42
"1743","Ryerse Lake",15,0.03,43
"1744","Ryerse Lake",16,0.03,44
"1745","Ryerse Lake",17,0.03,45
"1746","Ryerse Lake",18,0.03,46
"1747","Ryerse Lake",19,0.03,47
"1748","Ryerse Lake",20,0.03,48
"1749","Ryerse Lake",21,0.03,49
"1750","Ryerse Lake",22,0.03,50
"1751","Spirit Lake",23,0.03,1
"1752","Spirit Lake",24,0.03,2
"1753","Spirit Lake",25,0.03,3
"1754","Spirit Lake",26,0.03,4
"1755","Spirit Lake",27,0.03,5
"1756","Spirit Lake",28,0.03,6
"1757","Spirit Lake",29,0.03,7
"1758","Spirit Lake",30,0.03,8
"1759","Spirit Lake",31,0.03,9
"1760","Spirit Lake",32,0.03,10
"1761","Spirit Lake",33,0.03,11
"1762","Spirit Lake",34,0.03,12
"1763","Spirit Lake",35,0.03,13
"1764","Spirit Lake",36,0.03,14
"1765","Spirit Lake",37,0.03,15
"1766","Spirit Lake",38,0.03,16
"1767","Spirit Lake",39,0.03,17
"1768","Spirit Lake",40,0.03,18
"1769","Spirit Lake",41,0.03,19
"1770","Spirit Lake",42,0.03,20
"1771","Spirit Lake",43,0.03,21
"1772","Spirit Lake",44,0.03,22
"1773","Spirit Lake",45,0.03,23
"1774","Spirit Lake",46,0.03,24
"1775","Spirit Lake",47,0.03,25
"1776","Spirit Lake",48,0.03,26
"1777","Spirit Lake",49,0.03,27
"1778","Spirit Lake",50,0.03,28
"1779","Spirit Lake",51,0.03,29
"1780","Spirit Lake",52,0.03,30
"1781","Spirit Lake",53,0.03,31
"1782","Spirit Lake",54,0.03,32
"1783","Spirit Lake",55,0.03,33
"1784","Spirit Lake",56,0.03,34
"1785","Spirit Lake",57,0.03,35
"1786","Spirit Lake",58,0.03,36
"1787","Spirit Lake",59,0.03,37
"1788","Spirit Lake",60,0.03,38
"1789","Spirit Lake",61,0.03,39
"1790","Spirit Lake",62,0.03,40
"1791","Spirit Lake",63,0.03,41
"1792","Spirit Lake",64,0.03,42
"1793","Spirit Lake",1,0.03,43
"1794","Spirit Lake",2,0.03,44
"1795","Spirit Lake",3,0.03,45
"1796","Spirit Lake",4,0.03,46
"1797","Spirit Lake",5,0.03,47
"1798","Spirit Lake",6,0.03,48
"1799","Spirit Lake",7,0.03,49
"1800","Spirit Lake",8,0.03,50
"1801","Quallen Lake [Terhell Pond]",9,0.03,1
"1802","Quallen Lake [Terhell Pond]",10,0.03,2
"1803","Quallen Lake [Terhell Pond]",11,0.03,3
"1804","Quallen Lake [Terhell Pond]",12,0.03,4
"1805","Quallen Lake [Terhell Pond]",13,0.03,5
"1806","Quallen Lake [Terhell Pond]",14,0.03,6
"1807","Quallen Lake [Terhell Pond]",15,0.03,7
"1808","Quallen Lake [Terhell Pond]",16,0.03,8
"1809","Quallen Lake [Terhell Pond]",17,0.03,9
"1810","Quallen Lake [Terhell Pond]",18,0.03,10
"1811","Quallen Lake [Terhell Pond]",19,0.03,11
"1812","Quallen Lake [Terhell Pond]",20,0.03,12
"1813","Quallen Lake [Terhell Pond]",21,0.03,13
"1814","Quallen Lake [Terhell Pond]",22,0.03,14
"1815","Quallen Lake [Terhell Pond]",23,0.03,15
"1816","Quallen Lake [Terhell Pond]",24,0.03,16
"1817","Quallen Lake [Terhell Pond]",25,0.03,17
"1818","Quallen Lake [Terhell Pond]",26,0.03,18
"1819","Quallen Lake [Terhell Pond]",27,0.03,19
"1820","Quallen Lake [Terhell Pond]",28,0.03,20
"1821","Quallen Lake [Terhell Pond]",29,0.03,21
"1822","Quallen Lake [Terhell Pond]",30,0.03,22
"1823","Quallen Lake [Terhell Pond]",31,0.03,23
"1824","Quallen Lake [Terhell Pond]",32,0.03,24
"1825","Quallen Lake [Terhell Pond]",33,0.03,25
"1826","Quallen Lake [Terhell Pond]",34,0.03,26
"1827","Quallen Lake [Terhell Pond]",35,0.03,27
"1828","Quallen Lake [Terhell Pond]",36,0.03,28
"1829","Quallen Lake [Terhell Pond]",37,0.03,29
"1830","Quallen Lake [Terhell Pond]",38,0.03,30
"1831","Quallen Lake [Terhell Pond]",39,0.03,31
"1832","Quallen Lake [Terhell Pond]",40,0.03,32
"1833","Quallen Lake [Terhell Pond]",41,0.03,33
"1834","Quallen Lake [Terhell Pond]",42,0.03,34
"1835","Quallen Lake [Terhell Pond]",43,0.03,35
"1836","Quallen Lake [Terhell Pond]",44,0.03,36
"1837","Quallen Lake [Terhell Pond]",45,0.03,37
"1838","Quallen Lake [Terhell Pond]",46,0.03,38
"1839","Quallen Lake [Terhell Pond]",47,0.03,39
"1840","Quallen Lake [Terhell Pond]",48,0.03,40
"1841","Quallen Lake [Terhell Pond]",49,0.03,41
"1842","Quallen Lake [Terhell Pond]",50,0.03,42
"1843","Quallen Lake [Terhell Pond]",51,0.03,43
"1844","Quallen Lake [Terhell Pond]",52,0.03,44
"1845","Quallen Lake [Terhell Pond]",53,0.03,45
"1846","Quallen Lake [Terhell Pond]",54,0.03,46
"1847","Quallen Lake [Terhell Pond]",55,0.03,47
"1848","Quallen Lake [Terhell Pond]",56,0.03,48
"1849","Quallen Lake [Terhell Pond]",57,0.03,49
"1850","Quallen Lake [Terhell Pond]",58,0.03,50
"1851","Upper Graven Lake",59,0.03,1
"1852","Upper Graven Lake",60,0.03,2
"1853","Upper Graven Lake",61,0.03,3
"1854","Upper Graven Lake",62,0.03,4
"1855","Upper Graven Lake",63,0.03,5
"1856","Upper Graven Lake",64,0.03,6
"1857","Upper Graven Lake",1,0.03,7
"1858","Upper Graven Lake",2,0.03,8
"1859","Upper Graven Lake",3,0.03,9
"1860","Upper Graven Lake",4,0.03,10
"1861","Upper Graven Lake",5,0.03,11
"1862","Upper Graven Lake",6,0.03,12
"1863","Upper Graven Lake",7,0.03,13
"1864","Upper Graven Lake",8,0.03,14
"1865","Upper Graven Lake",9,0.03,15
"1866","Upper Graven Lake",10,0.03,16
"1867","Upper Graven Lake",11,0.03,17
"1868","Upper Graven Lake",12,0.03,18
"1869","Upper Graven Lake",13,0.03,19
"1870","Upper Graven Lake",14,0.03,20
"1871","Upper Graven Lake",15,0.03,21
"1872","Upper Graven Lake",16,0.03,22
"1873","Upper Graven Lake",17,0.03,23
"1874","Upper Graven Lake",18,0.03,24
"1875","Upper Graven Lake",19,0.03,25
"1876","Upper Graven Lake",20,0.03,26
"1877","Upper Graven Lake",21,0.03,27
"1878","Upper Graven Lake",22,0.03,28
"1879","Upper Graven Lake",23,0.03,29
"1880","Upper Graven Lake",24,0.03,30
"1881","Upper Graven Lake",25,0.03,31
"1882","Upper Graven Lake",26,0.03,32
"1883","Upper Graven Lake",27,0.03,33
"1884","Upper Graven Lake",28,0.03,34
"1885","Upper Graven Lake",29,0.03,35
"1886","Upper Graven Lake",30,0.03,36
"1887","Upper Graven Lake",31,0.03,37
"1888","Upper Graven Lake",32,0.03,38
"1889","Upper Graven Lake",33,0.03,39
"1890","Upper Graven Lake",34,0.03,40
"1891","Upper Graven Lake",35,0.03,41
"1892","Upper Graven Lake",36,0.03,42
"1893","Upper Graven Lake",37,0.03,43
"1894","Upper Graven Lake",38,0.03,44
"1895","Upper Graven Lake",39,0.03,45
"1896","Upper Graven Lake",40,0.03,46
"1897","Upper Graven Lake",41,0.03,47
"1898","Upper Graven Lake",42,0.03,48
"1899","Upper Graven Lake",43,0.03,49
"1900","Upper Graven Lake",44,0.03,50
"1901","Wintergreen Lake",45,0.03,1
"1902","Wintergreen Lake",46,0.03,2
"1903","Wintergreen Lake",47,0.03,3
"1904","Wintergreen Lake",48,0.03,4
"1905","Wintergreen Lake",49,0.03,5
"1906","Wintergreen Lake",50,0.03,6
"1907","Wintergreen Lake",51,0.03,7
"1908","Wintergreen Lake",52,0.03,8
"1909","Wintergreen Lake",53,0.03,9
"1910","Wintergreen Lake",54,0.03,10
"1911","Wintergreen Lake",55,0.03,11
"1912","Wintergreen Lake",56,0.03,12
"1913","Wintergreen Lake",57,0.03,13
"1914","Wintergreen Lake",58,0.03,14
"1915","Wintergreen Lake",59,0.03,15
"1916","Wintergreen Lake",60,0.03,16
"1917","Wintergreen Lake",61,0.03,17
"1918","Wintergreen Lake",62,0.03,18
"1919","Wintergreen Lake",63,0.03,19
"1920","Wintergreen Lake",64,0.03,20
"1921","Wintergreen Lake",1,0.03,21
"1922","Wintergreen Lake",2,0.03,22
"1923","Wintergreen Lake",3,0.03,23
"1924","Wintergreen Lake",4,0.03,24
"1925","Wintergreen Lake",5,0.03,25
"1926","Wintergreen Lake",6,0.03,26
"1927","Wintergreen Lake",7,0.03,27
"1928","Wintergreen Lake",8,0.03,28
"1929","Wintergreen Lake",9,0.03,29
"1930","Wintergreen Lake",10,0.03,30
"1931","Wintergreen Lake",11,0.03,31
"1932","Wintergreen Lake",12,0.03,32
"1933","Wintergreen Lake",13,0.03,33
"1934","Wintergreen Lake",14,0.03,34
"1935","Wintergreen Lake",15,0.03,35
"1936","Wintergreen Lake",16,0.03,36
"1937","Wintergreen Lake",17,0.03,37
"1938","Wintergreen Lake",18,0.03,38
"1939","Wintergreen Lake",19,0.03,39
"1940","Wintergreen Lake",20,0.03,40
"1941","Wintergreen Lake",21,0.03,41
"1942","Wintergreen Lake",22,0.03,42
"1943","Wintergreen Lake",23,0.03,43
"1944","Wintergreen Lake",24,0.03,44
"1945","Wintergreen Lake",25,0.03,45
"1946","Wintergreen Lake",26,0.03,46
"1947","Wintergreen Lake",27,0.03,47
"1948","Wintergreen Lake",28,0.03,48
"1949","Wintergreen Lake",29,0.03,49
"1950","Wintergreen Lake",30,0.03,50
"1951","Wolsfeld Lake",31,0.03,1
"1952","Wolsfeld Lake",32,0.03,2
"1953","Wolsfeld Lake",33,0.03,3
"1954","Wolsfeld Lake",34,0.03,4
"1955","Wolsfeld Lake",35,0.03,5
"1956","Wolsfeld Lake",36,0.03,6
"1957","Wolsfeld Lake",37,0.03,7
"1958","Wolsfeld Lake",38,0.03,8
"1959","Wolsfeld Lake",39,0.03,9
"1960","Wolsfeld Lake",40,0.03,10
"1961","Wolsfeld Lake",41,0.03,11
"1962","Wolsfeld Lake",42,0.03,12
"1963","Wolsfeld Lake",43,0.03,13
"1964","Wolsfeld Lake",44,0.03,14
"1965","Wolsfeld Lake",45,0.03,15
"1966","Wolsfeld Lake",46,0.03,16
"1967","Wolsfeld Lake",47,0.03,17
"1968","Wolsfeld Lake",48,0.03,18
"1969","Wolsfeld Lake",49,0.03,19
"1970","Wolsfeld Lake",50,0.03,20
"1971","Wolsfeld Lake",51,0.03,21
"1972","Wolsfeld Lake",52,0.03,22
"1973","Wolsfeld Lake",53,0.03,23
"1974","Wolsfeld Lake",54,0.03,24
"1975","Wolsfeld Lake",55,0.03,25
"1976","Wolsfeld Lake",56,0.03,26
"1977","Wolsfeld Lake",57,0.03,27
"1978","Wolsfeld Lake",58,0.03,28
"1979","Wolsfeld Lake",59,0.03,29
"1980","Wolsfeld Lake",60,0.03,30
"1981","Wolsfeld Lake",61,0.03,31
"1982","Wolsfeld Lake",62,0.03,32
"1983","Wolsfeld Lake",63,0.03,33
"1984","Wolsfeld Lake",64,0.03,34
"1985","Wolsfeld Lake",1,0.03,35
"1986","Wolsfeld Lake",2,0.03,36
"1987","Wolsfeld Lake",3,0.03,37
"1988","Wolsfeld Lake",4,0.03,38
"1989","Wolsfeld Lake",5,0.03,39
"1990","Wolsfeld Lake",6,0.03,40
"1991","Wolsfeld Lake",7,0.03,41
"1992","Wolsfeld Lake",8,0.03,42
"1993","Wolsfeld Lake",9,0.03,43
"1994","Wolsfeld Lake",10,0.03,44
"1995","Wolsfeld Lake",11,0.03,45
"1996","Wolsfeld Lake",12,0.03,46
"1997","Wolsfeld Lake",13,0.03,47
"1998","Wolsfeld Lake",14,0.03,48
"1999","Wolsfeld Lake",15,0.03,49
"2000","Wolsfeld Lake",16,0.03,50
"2001","Wolverine Lake",17,0.03,1
"2002","Wolverine Lake",18,0.03,2
"2003","Wolverine Lake",19,0.03,3
"2004","Wolverine Lake",20,0.03,4
"2005","Wolverine Lake",21,0.03,5
"2006","Wolverine Lake",22,0.03,6
"2007","Wolverine Lake",23,0.03,7
"2008","Wolverine Lake",24,0.03,8
"2009","Wolverine Lake",25,0.03,9
"2010","Wolverine Lake",26,0.03,10
"2011","Wolverine Lake",27,0.03,11
"2012","Wolverine Lake",28,0.03,12
"2013","Wolverine Lake",29,0.03,13
"2014","Wolverine Lake",30,0.03,14
"2015","Wolverine Lake",31,0.03,15
"2016","Wolverine Lake",32,0.03,16
"2017","Wolverine Lake",33,0.03,17
"2018","Wolverine Lake",34,0.03,18
"2019","Wolverine Lake",35,0.03,19
"2020","Wolverine Lake",36,0.03,20
"2021","Wolverine Lake",37,0.03,21
"2022","Wolverine Lake",38,0.03,22
"2023","Wolverine Lake",39,0.03,23
"2024","Wolverine Lake",40,0.03,24
"2025","Wolverine Lake",41,0.03,25
"2026","Wolverine Lake",42,0.03,26
"2027","Wolverine Lake",43,0.03,27
"2028","Wolverine Lake",44,0.03,28
"2029","Wolverine Lake",45,0.03,29
"2030","Wolverine Lake",46,0.03,30
"2031","Wolverine Lake",47,0.03,31
"2032","Wolverine Lake",48,0.03,32
"2033","Wolverine Lake",49,0.03,33
"2034","Wolverine Lake",50,0.03,34
"2035","Wolverine Lake",51,0.03,35
"2036","Wolverine Lake",52,0.03,36
"2037","Wolverine Lake",53,0.03,37
"2038","Wolverine Lake",54,0.03,38
"2039","Wolverine Lake",55,0.03,39
"2040","Wolverine Lake",56,0.03,40
"2041","Wolverine Lake",57,0.03,41
"2042","Wolverine Lake",58,0.03,42
"2043","Wolverine Lake",59,0.03,43
"2044","Wolverine Lake",60,0.03,44
"2045","Wolverine Lake",61,0.03,45
"2046","Wolverine Lake",62,0.03,46
"2047","Wolverine Lake",63,0.03,47
"2048","Wolverine Lake",64,0.03,48
"2049","Wolverine Lake",1,0.03,49
"2050","Wolverine Lake",2,0.03,50
"2051","Wood Lake",3,0.03,1
"2052","Wood Lake",4,0.03,2
"2053","Wood Lake",5,0.03,3
"2054","Wood Lake",6,0.03,4
"2055","Wood Lake",7,0.03,5
"2056","Wood Lake",8,0.03,6
